,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,marital_status,education_level,kids,expenses
463,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,47,2340,,5,,,,,,,4,,46,22,0,Married,Master,1,46
464,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2481,1,,,,,,,,4,,54,54,0,Divorced,Master,1,54
465,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,46,2838,,,4,,,,,3,,,224,152,1,Single,Graduation,1,224
466,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,45,2401,,5,,,,,,3,,,261,256,0,Married,Graduation,1,261
467,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,60,2786,,,,3,,,,,4,,729,711,0,Together,Master,0,729
468,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,56,2812,1,,,,,,,,,5,877,859,0,Divorced,PhD,0,877
469,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,44,2386,,,,3,,,,,4,,1003,953,0,Together,Master,1,1003
470,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,46,2527,,5,,,,,,3,,,645,555,0,Married,Graduation,1,645
471,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2313,,5,,,,,,3,,,19,18,0,Married,Graduation,1,19
472,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,68,2768,,,,,2,1,,,,,191,177,0,Widow,2n Cycle,0,191
473,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,62,2802,,,,3,,,,,,5,1958,1824,0,Together,PhD,1,1958
474,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,44,2732,1,,,,,,,3,,,295,281,0,Divorced,Graduation,1,295
475,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,65,2651,,,,3,,,,3,,,1682,1642,1,Together,Graduation,0,1682
476,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,56,2692,,,4,,,,,,4,,770,640,0,Single,Master,1,770
477,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,76,2373,1,,,,,,,,,5,656,630,1,Divorced,PhD,0,656
478,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,58,2601,1,,,,,,,,4,,651,639,0,Divorced,Master,1,651
479,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,42,2244,1,,,,,,,3,,,41,39,0,Divorced,Graduation,1,41
480,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,49,2593,,,,3,,,,,,5,1799,1782,0,Together,PhD,1,1799
481,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,71,2197,,,,3,,,,,,5,976,976,0,Together,PhD,1,976
482,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,76,2611,,5,,,,,,3,,,725,704,0,Married,Graduation,0,725
483,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,70,2851,,,,3,,,,3,,,40,16,0,Together,Graduation,2,40
484,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,59,2385,,,,3,,,,,4,,32,32,0,Together,Master,1,32
485,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,30,2706,,5,,,,,2,,,,155,47,0,Married,Basic,0,155
486,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,35,2833,,5,,,,,,,,5,1292,1139,0,Married,PhD,1,1292
487,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2532,,,,3,,,,,4,,40,34,0,Together,Master,1,40
488,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,67,2758,,,,,2,,,3,,,1102,994,0,Widow,Graduation,0,1102
489,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,44,2368,,5,,,,,,3,,,916,887,0,Married,Graduation,1,916
490,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,31,2504,,,4,,,,,3,,,1073,989,0,Single,Graduation,0,1073
491,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,28,2532,,5,,,,,,3,,,117,97,0,Married,Graduation,0,117
492,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,61,2719,1,,,,,,,3,,,671,612,0,Divorced,Graduation,1,671
493,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,39,2559,,,,3,,,,,,5,185,154,1,Together,PhD,1,185
494,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,41,2617,,,4,,,,,3,,,852,761,0,Single,Graduation,1,852
495,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,56,2411,,5,,,,,,3,,,341,335,1,Married,Graduation,2,341
496,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,61,2263,,,,3,,,,,4,,1869,1814,1,Together,Master,0,1869
497,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,74,2573,,,,3,,,,,,5,345,293,0,Together,PhD,1,345
498,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,45,2600,,,4,,,,,,4,,2062,2035,0,Single,Master,0,2062
499,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,59,2670,,5,,,,,,3,,,118,98,0,Married,Graduation,2,118
500,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,2523,,,4,,,,,3,,,31,20,0,Single,Graduation,1,31
501,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,61,2469,,,,3,,,,3,,,702,627,0,Together,Graduation,0,702
502,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,76,2279,,5,,,,,,,4,,1902,1902,2,Married,Master,0,1902
503,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,2312,1,,,,,,,3,,,42,32,0,Divorced,Graduation,2,42
504,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,33,2279,,,4,,,,,,4,,1476,1301,1,Single,Master,0,1476
505,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,29,2476,,5,,,,,,3,,,300,242,0,Married,Graduation,0,300
506,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,67,2796,,5,,,,,,3,,,1661,1595,2,Married,Graduation,0,1661
507,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,33,2818,,5,,,,,,3,,,125,40,0,Married,Graduation,1,125
508,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,2731,,5,,,,,,3,,,40,38,0,Married,Graduation,1,40
509,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,62,2373,,,,3,,,,,,5,1279,1267,0,Together,PhD,0,1279
510,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,43,2180,,5,,,,,,,4,,407,372,0,Married,Master,0,407
511,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,56,2845,,,4,,,,,3,,,1775,1655,0,Single,Graduation,0,1775
512,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,60,2397,,5,,,,,,,,5,340,269,0,Married,PhD,2,340
513,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,45,2658,,,,,2,1,,,,,460,399,0,Widow,2n Cycle,1,460
514,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,51,2443,,,4,,,,,3,,,1114,1060,0,Single,Graduation,1,1114
515,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,43,2170,,,,3,,,,,4,,484,475,1,Together,Master,2,484
516,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,58,2590,,5,,,,,,3,,,222,184,0,Married,Graduation,2,222
517,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,2536,,,4,,,,,3,,,40,34,0,Single,Graduation,1,40
518,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,69,2603,,,,3,,,,,4,,304,289,0,Together,Master,1,304
519,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,53,2321,,,,3,,,,3,,,89,82,0,Together,Graduation,1,89
520,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,53,2293,1,,,,,,,3,,,1032,1002,1,Divorced,Graduation,0,1032
521,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,68,2484,,,,3,,1,,,,,226,220,0,Together,2n Cycle,1,226
522,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,39,2347,,,4,,,,,,4,,50,24,0,Single,Master,1,50
523,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,43,2393,,,,3,,1,,,,,32,10,0,Together,2n Cycle,1,32
524,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,51,2851,,,,,2,,,3,,,182,163,0,Widow,Graduation,1,182
525,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,36,2737,,,4,,,,,,,5,304,202,0,Single,PhD,1,304
526,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,38,2485,,5,,,,,,,,5,1919,1919,2,Married,PhD,0,1919
527,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,44,2549,,,,3,,,,3,,,608,554,0,Together,Graduation,1,608
528,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,30,2272,,5,,,,1,,,,,35,29,0,Married,2n Cycle,1,35
529,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,56,2332,,,,,2,,,3,,,1554,1508,0,Widow,Graduation,0,1554
530,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,40,2367,,5,,,,,,3,,,124,114,0,Married,Graduation,1,124
531,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,52,2313,,5,,,,,,3,,,41,13,1,Married,Graduation,2,41
532,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,,5,,,,,,,4,,20,19,0,Married,Master,2,20
533,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,,,4,,,1,,,,,36,18,0,Single,2n Cycle,2,36
534,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,,,4,,,,,3,,,57,23,1,Single,Graduation,1,57
535,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,,,4,,,,,,,5,492,458,0,Single,PhD,1,492
536,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,,5,,,,,,3,,,120,78,0,Married,Graduation,0,120
537,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,,5,,,,,,,4,,961,914,0,Married,Master,0,961
538,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,,,,3,,,,3,,,225,210,0,Together,Graduation,2,225
539,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,,,4,,,,,,,5,677,559,0,Single,PhD,1,677
540,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,,5,,,,,,3,,,1661,1550,1,Married,Graduation,0,1661
541,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,,5,,,,1,,,,,47,30,0,Married,2n Cycle,0,47
542,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,,,,3,,,,3,,,1924,1891,4,Together,Graduation,1,1924
543,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,,5,,,,,,3,,,66,54,0,Married,Graduation,1,66
544,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,,,4,,,,,3,,,1534,1496,0,Single,Graduation,0,1534
545,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,,,,3,,,,,4,,758,721,0,Together,Master,1,758
546,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,,5,,,,1,,,,,806,723,0,Married,2n Cycle,1,806
547,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,57,2395,1,,,,,,,,,5,307,283,0,Divorced,PhD,1,307
548,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,70,2181,,,,3,,,,,,5,225,185,0,Together,PhD,1,225
549,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,,,4,,,,,3,,,1023,981,0,Single,Graduation,1,1023
550,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,,,,3,,,,,4,,10,9,0,Together,Master,2,10
551,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,41,2518,,,4,,,,,3,,,17,13,0,Single,Graduation,1,17
552,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,2728,,,,3,,,,3,,,16,15,0,Together,Graduation,2,16
553,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,46,2814,,5,,,,,,3,,,263,157,0,Married,Graduation,1,263
554,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2312,,5,,,,,,,,5,37,36,0,Married,PhD,2,37
555,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,42,2448,,,4,,,1,,,,,153,129,0,Single,2n Cycle,1,153
556,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,50,2491,,,,3,,,,,,5,259,239,0,Together,PhD,1,259
557,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,2429,,5,,,,,,,4,,62,62,0,Married,Master,1,62
558,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,43,2673,,5,,,,,,,,5,1206,1182,3,Married,PhD,1,1206
559,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,52,2248,,5,,,,,,3,,,152,122,0,Married,Graduation,2,152
560,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,50,2469,,5,,,,,,3,,,42,35,0,Married,Graduation,2,42
561,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2445,,,,3,,,,,,5,67,59,0,Together,PhD,2,67
562,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,64,2514,,,,3,,,,,4,,223,219,0,Together,Master,2,223
563,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,46,2755,,5,,,,,,,,5,213,211,1,Married,PhD,2,213
564,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,69,2627,,,,3,,,,3,,,345,246,0,Together,Graduation,1,345
565,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,2411,,,,3,,1,,,,,37,27,0,Together,2n Cycle,2,37
566,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,69,2599,,5,,,,,,,4,,91,39,0,Married,Master,0,91
567,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2246,,,,3,,,,3,,,53,51,0,Together,Graduation,1,53
568,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,49,2231,,,,3,,1,,,,,54,45,0,Together,2n Cycle,2,54
569,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,65,2803,,,,,2,,,3,,,1643,1419,3,Widow,Graduation,0,1643
570,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,59,2447,,5,,,,,,,4,,600,589,0,Married,Master,1,600
571,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,65,2202,,,,3,,,,3,,,443,413,1,Together,Graduation,1,443
572,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,61,2472,,,,3,,,,3,,,33,11,0,Together,Graduation,0,33
573,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,36,2784,,,4,,,,,,,5,64,47,0,Single,PhD,1,64
574,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,45,2723,,5,,,,,,,4,,2066,2046,2,Married,Master,0,2066
575,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,55,2390,,,4,,,,,,4,,1313,1148,0,Single,Master,0,1313
576,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,43,2309,,,,3,,,,3,,,33,17,0,Together,Graduation,1,33
577,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,48,2450,,5,,,,,,,,5,382,382,0,Married,PhD,0,382
578,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,45,2442,,,,3,,,,,4,,39,9,0,Together,Master,1,39
579,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,51,2770,1,,,,,,,3,,,54,41,0,Divorced,Graduation,1,54
580,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,51,2412,,5,,,,,,,4,,28,26,0,Married,Master,2,28
581,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,42,2549,,5,,,,1,,,,,48,33,0,Married,2n Cycle,1,48
582,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,39,2840,,,,3,,,,3,,,75,71,0,Together,Graduation,1,75
583,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,59,2652,,,4,,,,,3,,,38,34,0,Single,Graduation,1,38
584,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,60,2826,,,,3,,,,3,,,720,621,0,Together,Graduation,1,720
585,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,65,2444,,,4,,,,,3,,,1097,1043,0,Single,Graduation,0,1097
586,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,72,2726,,5,,,,,,,,5,545,496,0,Married,PhD,2,545
587,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2678,,,,3,,,,,4,,115,101,0,Together,Master,2,115
588,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,34,2706,,,4,,,,,,4,,149,85,0,Single,Master,1,149
589,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,47,2297,,,,,2,,,3,,,63,59,0,Widow,Graduation,1,63
590,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,2634,1,,,,,,,3,,,27,26,0,Divorced,Graduation,3,27
591,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,45,2770,,5,,,,,2,,,,34,23,0,Married,Basic,1,34
592,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,55,2212,,5,,,,,,3,,,1171,1149,1,Married,Graduation,0,1171
593,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,51,2473,,,4,,,,,,4,,228,188,0,Single,Master,0,228
594,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,76,2505,,,,,2,,,,4,,256,246,0,Widow,Master,0,256
595,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,2724,,5,,,,,2,,,,22,7,0,Married,Basic,1,22
596,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2403,,5,,,,,,3,,,35,33,0,Married,Graduation,3,35
597,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,51,2756,,,4,,,,,,,5,841,800,0,Single,PhD,0,841
598,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,46,2497,,5,,,,,,3,,,349,325,0,Married,Graduation,2,349
599,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,55,2578,,,4,,,,,,4,,32,29,0,Single,Master,3,32
600,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,42,2627,,,,,2,,,3,,,32,22,0,Widow,Graduation,2,32
601,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,60,2840,,5,,,,,,,4,,300,274,0,Married,Master,1,300
602,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,59,2512,,5,,,,,,,,5,389,374,0,Married,PhD,1,389
603,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,49,2509,,,4,,,,,3,,,63,31,0,Single,Graduation,0,63
604,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,71,2270,,,,,2,,,3,,,904,869,2,Widow,Graduation,0,904
605,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2342,,,4,,,1,,,,,31,29,0,Single,2n Cycle,1,31
606,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,65,2550,,5,,,,1,,,,,874,767,1,Married,2n Cycle,0,874
607,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,2684,,5,,,,,,3,,,30,24,0,Married,Graduation,1,30
608,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,45,2550,,,4,,,,,3,,,1047,857,0,Single,Graduation,1,1047
609,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,60,2805,,,,3,,,,3,,,1808,1791,0,Together,Graduation,1,1808
610,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,43,2820,1,,,,,,,,,5,95,87,0,Divorced,PhD,2,95
611,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,43,2717,,,4,,,,,3,,,188,185,0,Single,Graduation,1,188
612,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,50,2381,,5,,,,,,,,5,1556,1526,0,Married,PhD,1,1556
613,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,62,2175,,,,3,,,,,,5,909,855,0,Together,PhD,0,909
614,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,,5,,,,1,,,,,806,723,0,Married,2n Cycle,1,806
615,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,60,2293,,,4,,,1,,,,,63,33,1,Single,2n Cycle,0,63
616,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,47,2596,,,4,,,,,3,,,1508,1429,0,Single,Graduation,0,1508
